Time begin: 163444670
+3.19700000E-04
+3.08800000E-04
+3.09700000E-04
+3.28700000E-04
+3.54400000E-04
+3.75600000E-04
+3.80100000E-04
+3.82500000E-04
+3.83100000E-04
+3.88500000E-04
+3.92300000E-04
+3.99400000E-04
+3.98600000E-04
+3.99200000E-04
+4.23000000E-04
+4.67700000E-04
+5.84900000E-04
+1.04740000E-03
+2.10970000E-03
+2.28150000E-03
+2.52940000E-03
+2.73870000E-03
+2.98050000E-03
+3.23920000E-03
+3.60130000E-03
+4.32730000E-03
+4.71350000E-03
+5.19120000E-03
+5.63280000E-03
+5.88790000E-03
+5.86860000E-03
+5.88020000E-03
+5.87440000E-03
+5.88280000E-03
+5.87550000E-03
+5.87250000E-03
+5.86290000E-03
+5.91020000E-03
+5.89880000E-03
+5.90930000E-03
+5.91280000E-03
+5.90870000E-03
+5.89200000E-03
+5.92020000E-03
+5.92000000E-03
+5.91720000E-03
+5.90760000E-03
+5.92220000E-03
+5.91130000E-03
+5.92150000E-03
+5.90760000E-03
+5.94590000E-03
+5.93420000E-03
+5.94450000E-03
+5.93100000E-03
+5.94920000E-03
+5.94210000E-03
+5.94340000E-03
+5.92880000E-03
+5.94320000E-03
+5.94170000E-03
+5.96120000E-03
+5.94810000E-03
+5.94850000E-03
+5.93010000E-03
+5.42660000E-03
+6.69510000E-03
+6.69040000E-03
+6.62740000E-03
+5.71660000E-03
+6.45540000E-03
+6.62290000E-03
+6.11040000E-03
+6.73830000E-03
+6.71220000E-03
Time end: 163444683
Time begin: 163444693

+6.70020000E-03
+6.18190000E-03
+6.39850000E-03
+6.58350000E-03
+5.77310000E-03
+6.57860000E-03
+5.50950000E-03
+6.75380000E-03
+6.74630000E-03
+6.75160000E-03
+6.76880000E-03
+6.56190000E-03
+6.51750000E-03
+5.29770000E-03
+6.76810000E-03
+6.78070000E-03
+6.78570000E-03
+6.82740000E-03
+6.73040000E-03
+6.64690000E-03
+5.40220000E-03
+6.56640000E-03
+6.72140000E-03
+6.50360000E-03
+6.75250000E-03
+6.38450000E-03
+6.75590000E-03
+6.72590000E-03
+6.69530000E-03
+6.02650000E-03
+6.41450000E-03
+6.58460000E-03
+5.58340000E-03
+6.76750000E-03
+6.74820000E-03
+6.74670000E-03
+6.74580000E-03
+6.55140000E-03
+6.50060000E-03
+5.33240000E-03
+6.77990000E-03
+6.75650000E-03
+6.75210000E-03
+6.81690000E-03
+6.69340000E-03
+6.82590000E-03
+6.75910000E-03
+6.57220000E-03
+5.48420000E-03
+6.54690000E-03
+6.71260000E-03
+6.27510000E-03
+6.72890000E-03
+6.70280000E-03
+6.68800000E-03
+6.25240000E-03
+6.37900000E-03
+6.54860000E-03
+5.70690000E-03
+6.72550000E-03
+6.70640000E-03
+6.70110000E-03
+6.59360000E-03
+6.46420000E-03
+6.41220000E-03
+6.40790000E-03
+6.38750000E-03
+5.24970000E-03
+6.64410000E-03
+6.63550000E-03
+6.63190000E-03
+6.68970000E-03
+6.58650000E-03
+6.46660000E-03
+5.26060000E-03
Time end: 163444704
Time begin: 163444711

+6.52270000E-03
+6.62890000E-03
+6.54200000E-03
+6.67260000E-03
+6.61350000E-03
+6.51520000E-03
+5.54230000E-03
+6.47450000E-03
+6.62290000E-03
+6.09070000E-03
+6.52630000E-03
+5.86860000E-03
+6.66080000E-03
+6.63700000E-03
+6.62230000E-03
+6.33510000E-03
+6.32840000E-03
+6.41670000E-03
+5.35140000E-03
+6.66600000E-03
+6.63260000E-03
+6.62330000E-03
+6.68740000E-03
+6.48840000E-03
+6.41050000E-03
+5.25460000E-03
+6.61090000E-03
+6.64950000E-03
+6.65010000E-03
+6.69440000E-03
+6.53360000E-03
+6.68740000E-03
+6.64070000E-03
+6.56680000E-03
+5.76160000E-03
+6.42310000E-03
+6.57260000E-03
+5.89240000E-03
+6.68120000E-03
+6.64560000E-03
+6.65350000E-03
+6.50450000E-03
+6.38750000E-03
+6.45460000E-03
+5.46840000E-03
+6.66940000E-03
+6.66380000E-03
+6.67200000E-03
+6.65230000E-03
+6.43620000E-03
+6.66700000E-03
+6.53830000E-03
+6.45840000E-03
+5.27070000E-03
+6.53400000E-03
+6.62680000E-03
+6.59270000E-03
+6.66270000E-03
+6.62250000E-03
+6.55350000E-03
+5.68510000E-03
+6.41690000E-03
+6.56530000E-03
+6.13270000E-03
+6.66250000E-03
+6.62630000E-03
+6.61090000E-03
+6.06720000E-03
+6.31970000E-03
+6.47860000E-03
+6.30750000E-03
+6.45090000E-03
+5.54950000E-03
+6.63880000E-03
+6.63230000E-03
Time end: 163444721
Time begin: 163444728

+6.63510000E-03
+6.63130000E-03
+6.46140000E-03
+6.38370000E-03
+5.30920000E-03
+6.64580000E-03
+6.64150000E-03
+6.64710000E-03
+6.70190000E-03
+6.59360000E-03
+6.49610000E-03
+5.41930000E-03
+6.50900000E-03
+6.64150000E-03
+6.50230000E-03
+6.63920000E-03
+6.29140000E-03
+6.68070000E-03
+6.64370000E-03
+6.61580000E-03
+5.95490000E-03
+6.37410000E-03
+6.51430000E-03
+5.78230000E-03
+6.67110000E-03
+6.64840000E-03
+6.64600000E-03
+6.50880000E-03
+6.38130000E-03
+6.41280000E-03
+5.40580000E-03
+6.66960000E-03
+6.66980000E-03
+6.65400000E-03
+6.70410000E-03
+6.66420000E-03
+6.71740000E-03
+6.57770000E-03
+6.49360000E-03
+5.47820000E-03
+6.53810000E-03
+6.66850000E-03
+6.30270000E-03
+6.71010000E-03
+6.66750000E-03
+6.61820000E-03
+5.96240000E-03
+6.40150000E-03
+6.55930000E-03
+6.07020000E-03
+6.70390000E-03
+6.66870000E-03
+6.65740000E-03
+6.22950000E-03
+6.36230000E-03
+6.29610000E-03
+6.36210000E-03
+6.50850000E-03
+5.62920000E-03
+6.71090000E-03
+6.69720000E-03
+6.69250000E-03
+6.73790000E-03
+6.51730000E-03
+6.43770000E-03
+5.41460000E-03
+6.70660000E-03
+6.70640000E-03
+6.69210000E-03
+6.68070000E-03
+6.56700000E-03
+6.48990000E-03
+5.44400000E-03
+6.50880000E-03
+6.64370000E-03
Time end: 163444738
Time begin: 163444744

+6.49810000E-03
+6.63020000E-03
+6.26610000E-03
+6.67280000E-03
+6.64560000E-03
+6.60620000E-03
+5.96910000E-03
+6.33400000E-03
+6.46340000E-03
+5.60180000E-03
+6.65610000E-03
+6.63660000E-03
+6.64300000E-03
+6.61330000E-03
+6.43040000E-03
+6.41030000E-03
+5.37910000E-03
+6.66420000E-03
+6.65050000E-03
+6.65950000E-03
+6.66210000E-03
+6.64990000E-03
+6.69530000E-03
+6.62380000E-03
+6.51900000E-03
+5.48980000E-03
+6.50920000E-03
+6.62380000E-03
+6.08900000E-03
+6.67540000E-03
+6.64280000E-03
+6.64150000E-03
+6.13510000E-03
+6.35160000E-03
+6.50790000E-03
+5.82970000E-03
+6.68120000E-03
+6.67020000E-03
+6.66510000E-03
+6.49830000E-03
+6.65270000E-03
+6.64860000E-03
+6.46210000E-03
+6.41520000E-03
+5.38610000E-03
+6.67990000E-03
+6.65820000E-03
+6.66640000E-03
+6.71050000E-03
+6.60110000E-03
+6.51540000E-03
+5.40580000E-03
+6.55820000E-03
+6.67560000E-03
+6.57990000E-03
+6.71710000E-03
+6.66550000E-03
+6.56940000E-03
+5.69650000E-03
+6.50900000E-03
+5.99460000E-03
+6.36460000E-03
+6.53980000E-03
+5.89160000E-03
+6.69210000E-03
+6.67280000E-03
+6.67150000E-03
+6.64000000E-03
+6.44600000E-03
+6.45370000E-03
+5.44720000E-03
+6.69890000E-03
+6.68740000E-03
+6.69830000E-03
+6.73020000E-03
Time end: 163444755
Time begin: 163453134

+6.52180000E-03
+6.43770000E-03
+5.38340000E-03
+6.68030000E-03
+6.69040000E-03
+6.63810000E-03
+6.68910000E-03
+6.65030000E-03
+6.72870000E-03
+6.67200000E-03
+6.58110000E-03
+5.63160000E-03
+6.46230000E-03
+6.63150000E-03
+6.21150000E-03
+6.73060000E-03
+6.70000000E-03
+6.69490000E-03
+6.31750000E-03
+6.37380000E-03
+6.54670000E-03
+5.73350000E-03
+6.71990000E-03
+6.70320000E-03
+6.70260000E-03
+6.69720000E-03
+6.70540000E-03
+6.76340000E-03
+6.55610000E-03
+6.47130000E-03
+5.40670000E-03
+6.70540000E-03
+6.71590000E-03
+6.68370000E-03
+6.76490000E-03
+6.70110000E-03
+6.59680000E-03
+5.61380000E-03
+6.57190000E-03
+6.72680000E-03
+6.51630000E-03
+6.75980000E-03
+6.71410000E-03
+6.63920000E-03
+5.81230000E-03
+6.66830000E-03
+6.00890000E-03
+6.46080000E-03
+6.62310000E-03
+6.05410000E-03
+6.74690000E-03
+6.73340000E-03
+6.73280000E-03
+6.62140000E-03
+6.47390000E-03
+6.52180000E-03
+5.54310000E-03
+6.75680000E-03
+6.73430000E-03
+6.73830000E-03
+6.77970000E-03
+6.57220000E-03
+6.50020000E-03
+5.43520000E-03
+6.74090000E-03
+5.43520000E-03
+6.65440000E-03
+6.76040000E-03
+6.70750000E-03
+6.80540000E-03
+6.74200000E-03
+6.63770000E-03
+5.87700000E-03
+6.54000000E-03
+6.69290000E-03
+6.29050000E-03
+6.79380000E-03
+6.75180000E-03
+6.73920000E-03
+6.21710000E-03
+6.45090000E-03
+6.59760000E-03
+5.77930000E-03
+6.79040000E-03
+6.77070000E-03
+6.70490000E-03
+6.68800000E-03
+6.69660000E-03
+6.72210000E-03
+6.51240000E-03
+6.42910000E-03
+5.38610000E-03
+6.57190000E-03
+6.69230000E-03
+6.62530000E-03
+6.72270000E-03
+6.67200000E-03
+6.57340000E-03
+5.63280000E-03
+6.54070000E-03
+6.68670000E-03
+6.35930000E-03
+6.72700000E-03
+6.69850000E-03
+6.65950000E-03
+6.69040000E-03
+6.68540000E-03
+6.24060000E-03
+6.36780000E-03
+6.53770000E-03
+5.83720000E-03
+6.71650000E-03
+6.68720000E-03
+6.68350000E-03
+6.65950000E-03
+6.48710000E-03
+6.46140000E-03
+5.44500000E-03
+6.70960000E-03
+6.69530000E-03
+6.70280000E-03
+6.74950000E-03
+6.54560000E-03
+6.46940000E-03
+5.41910000E-03
+6.54150000E-03
+5.43670000E-03
+6.49420000E-03
+6.61710000E-03
+6.46570000E-03
+6.65310000E-03
+6.60560000E-03
+6.57520000E-03
+5.89280000E-03
+6.35440000E-03
+6.53170000E-03
+6.02950000E-03
+6.64580000E-03
+6.61950000E-03
+6.61690000E-03
+6.19370000E-03
+6.30720000E-03
+6.46960000E-03
+5.71890000E-03
+6.63170000E-03
+5.46040000E-03
+6.63790000E-03
+6.61630000E-03
+6.61730000E-03
+6.65330000E-03
+6.43890000E-03
+6.37280000E-03
+5.32940000E-03
+6.54050000E-03
+6.62270000E-03
+6.49290000E-03
+6.67500000E-03
+6.61630000E-03
+6.51500000E-03
+5.65320000E-03
+6.44580000E-03
+6.59810000E-03
+6.23380000E-03
+6.63790000E-03
+6.61630000E-03
+6.63470000E-03
+6.61280000E-03
+6.60750000E-03
+6.32070000E-03
+6.30230000E-03
+6.46340000E-03
+5.61340000E-03
+6.65010000E-03
+6.61930000E-03
+6.62650000E-03
+6.65200000E-03
+6.43790000E-03
+6.37620000E-03
+5.34970000E-03
+6.62250000E-03
+6.61540000E-03
+6.61690000E-03
+6.66250000E-03
+6.48460000E-03
+6.39160000E-03
+6.50300000E-03
+6.46160000E-03
+5.36840000E-03
+6.52180000E-03
+6.61970000E-03
+6.53850000E-03
+6.66470000E-03
+6.61730000E-03
+6.56700000E-03
+5.81120000E-03
+6.37490000E-03
+6.53570000E-03
+6.09240000E-03
+6.63980000E-03
+6.62030000E-03
+6.61260000E-03
+6.28280000E-03
+6.30620000E-03
+6.45990000E-03
+5.63780000E-03
+6.43380000E-03
+5.43710000E-03
+6.64430000E-03
+6.62530000E-03
+6.61910000E-03
+6.67690000E-03
+6.47660000E-03
+6.47620000E-03
+5.36620000E-03
+6.53900000E-03
+6.62100000E-03
+6.57490000E-03
+6.67200000E-03
+6.61200000E-03
+6.53940000E-03
+5.74210000E-03
+6.40750000E-03
+6.57390000E-03
+6.16100000E-03
+6.65500000E-03
+6.05710000E-03
+6.65500000E-03
+6.63360000E-03
+6.62290000E-03
+6.51580000E-03
+6.36890000E-03
